Admin_Unit_Code,Site_Name,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Observer,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Sex,Common_Name,Scientific_Name,AcceptedTSN,NPSTaxonCode,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Initial_Three_Min_Cnt
CATO,CATO 3,CATO-0092,Forest,2018,2018-06-27,06:23:00,06:33:00,Elizabeth Oswald,2,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021.0,93587,REVI,False,False,22,71.9000015258789,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False
CATO,CATO 3,CATO-0092,Forest,2018,2018-06-27,06:23:00,06:33:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Scarlet Tanager,Piranga olivacea,179883.0,88071,SCTA,False,True,22,71.9000015258789,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,True
CATO,CATO 3,CATO-0092,Forest,2018,2018-06-27,06:23:00,06:33:00,Elizabeth Oswald,2,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,Wood Thrush,Hylocichla mustelina,179777.0,87156,WOTH,True,True,22,71.9000015258789,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False
CATO,CATO 3,CATO-0092,Forest,2018,2018-06-27,06:23:00,06:33:00,Elizabeth Oswald,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Yellow-throated Vireo,Vireo flavifrons,179009.0,93573,YTVI,False,True,22,71.9000015258789,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False
CATO,CATO 3,CATO-0062,Forest,2018,2018-06-27,05:49:00,05:59:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021.0,93587,REVI,False,False,22,64.6999969482422,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,True
CATO,CATO 3,CATO-0062,Forest,2018,2018-06-27,05:49:00,05:59:00,Elizabeth Oswald,2,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,Hooded Warbler,Setophaga citrina,950029.0,773816,HOWA,False,True,22,64.6999969482422,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False
CATO,CATO 3,CATO-0062,Forest,2018,2018-06-27,05:49:00,05:59:00,Elizabeth Oswald,2,5 - 7.5 min,Singing,<= 50 Meters,False,Undetermined,Wood Thrush,Hylocichla mustelina,179777.0,87156,WOTH,True,True,22,64.6999969482422,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False
CATO,CATO 3,CATO-0062,Forest,2018,2018-06-27,05:49:00,05:59:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,178359.0,85846,EAWP,False,True,22,64.6999969482422,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,True
CATO,CATO 3,CATO-0062,Forest,2018,2018-06-27,05:49:00,05:59:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Brown-headed Cowbird,Molothrus ater,179112.0,94215,BHCO,False,False,22,64.6999969482422,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,True
CATO,CATO 3,CATO-0062,Forest,2018,2018-06-27,05:49:00,05:59:00,Elizabeth Oswald,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Wood Thrush,Hylocichla mustelina,179777.0,87156,WOTH,True,True,22,64.6999969482422,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False
CATO,CATO 3,CATO-0062,Forest,2018,2018-06-27,05:49:00,05:59:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Scarlet Tanager,Piranga olivacea,179883.0,88071,SCTA,False,True,22,64.6999969482422,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,True
CATO,CATO 3,CATO-0062,Forest,2018,2018-06-27,05:49:00,05:59:00,Elizabeth Oswald,2,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,82737,MODO,False,False,22,64.6999969482422,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False
CATO,CATO 3,CATO-0062,Forest,2018,2018-06-27,05:49:00,05:59:00,Elizabeth Oswald,2,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,American Robin,Turdus migratorius,179759.0,87136,AMRO,False,False,22,64.6999969482422,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,True
CATO,CATO 3,CATO-0062,Forest,2018,2018-06-27,05:49:00,05:59:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Ovenbird,Seiurus aurocapillus,178927.0,92689,OVEN,False,False,22,64.6999969482422,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,True
CATO,CATO 3,CATO-0062,Forest,2018,2018-06-27,05:49:00,05:59:00,Elizabeth Oswald,2,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,Ovenbird,Seiurus aurocapillus,178927.0,92689,OVEN,False,False,22,64.6999969482422,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False
CATO,CATO 3,CATO-0062,Forest,2018,2018-06-27,05:49:00,05:59:00,Elizabeth Oswald,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021.0,93587,REVI,False,False,22,64.6999969482422,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,True
CATO,CATO 1,CATO-0004,Forest,2018,2018-06-27,09:10:00,09:20:00,Brian Swimelar,2,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,Hooded Warbler,Setophaga citrina,950029.0,773816,HOWA,False,True,27,73.4000015258789,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False
CATO,CATO 1,CATO-0004,Forest,2018,2018-06-27,09:10:00,09:20:00,Brian Swimelar,2,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,88350,CARW,False,False,27,73.4000015258789,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False
CATO,CATO 1,CATO-0004,Forest,2018,2018-06-27,09:10:00,09:20:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Hooded Warbler,Setophaga citrina,950029.0,773816,HOWA,False,True,27,73.4000015258789,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True
CATO,CATO 1,CATO-0004,Forest,2018,2018-06-27,09:10:00,09:20:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228,NOCA,False,False,27,73.4000015258789,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True
CATO,CATO 1,CATO-0004,Forest,2018,2018-06-27,09:10:00,09:20:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Ovenbird,Seiurus aurocapillus,178927.0,92689,OVEN,False,False,27,73.4000015258789,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False
CATO,CATO 1,CATO-0004,Forest,2018,2018-06-27,09:10:00,09:20:00,Brian Swimelar,2,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,Ovenbird,Seiurus aurocapillus,178927.0,92689,OVEN,False,False,27,73.4000015258789,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False
CATO,CATO 1,CATO-0004,Forest,2018,2018-06-27,09:10:00,09:20:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Wood Thrush,Hylocichla mustelina,179777.0,87156,WOTH,True,True,27,73.4000015258789,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True
CATO,CATO 1,CATO-0004,Forest,2018,2018-06-27,09:10:00,09:20:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,178359.0,85846,EAWP,False,True,27,73.4000015258789,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True
CATO,CATO 1,CATO-0003,Forest,2018,2018-06-27,08:32:00,08:42:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,American Robin,Turdus migratorius,179759.0,87136,AMRO,False,False,26,70.0,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True
CATO,CATO 1,CATO-0003,Forest,2018,2018-06-27,08:32:00,08:42:00,Brian Swimelar,2,5 - 7.5 min,Singing,<= 50 Meters,False,Undetermined,American Robin,Turdus migratorius,179759.0,87136,AMRO,False,False,26,70.0,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False
CATO,CATO 1,CATO-0003,Forest,2018,2018-06-27,08:32:00,08:42:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Blue-gray Gnatcatcher,Polioptila caerulea,179853.0,88038,BGGN,False,False,26,70.0,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False
CATO,CATO 1,CATO-0003,Forest,2018,2018-06-27,08:32:00,08:42:00,Brian Swimelar,2,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,178359.0,85846,EAWP,False,True,26,70.0,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False
CATO,CATO 1,CATO-0003,Forest,2018,2018-06-27,08:32:00,08:42:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Great Crested Flycatcher,Myiarchus crinitus,178309.0,85791,GCFL,False,False,26,70.0,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True
CATO,CATO 1,CATO-0003,Forest,2018,2018-06-27,08:32:00,08:42:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,82737,MODO,False,False,26,70.0,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True
CATO,CATO 1,CATO-0003,Forest,2018,2018-06-27,08:32:00,08:42:00,Brian Swimelar,2,2.5 - 5 min,Calling,50 - 100 Meters,False,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865,RBWO,False,False,26,70.0,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False
CATO,CATO 1,CATO-0003,Forest,2018,2018-06-27,08:32:00,08:42:00,Brian Swimelar,2,7.5 - 10 min,Calling,50 - 100 Meters,False,Undetermined,American Crow,Corvus brachyrhynchos,179731.0,87106,AMCR,False,False,26,70.0,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False
CATO,CATO 1,CATO-0003,Forest,2018,2018-06-27,08:32:00,08:42:00,Brian Swimelar,2,2.5 - 5 min,Calling,<= 50 Meters,False,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865,RBWO,False,False,26,70.0,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False
CATO,CATO 1,CATO-0049,Forest,2018,2018-06-27,05:59:00,06:09:00,Brian Swimelar,2,2.5 - 5 min,Singing,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228,NOCA,False,False,23,63.5999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True
CATO,CATO 1,CATO-0049,Forest,2018,2018-06-27,05:59:00,06:09:00,Brian Swimelar,2,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,82737,MODO,False,False,23,63.5999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False
CATO,CATO 1,CATO-0049,Forest,2018,2018-06-27,05:59:00,06:09:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,American Robin,Turdus migratorius,179759.0,87136,AMRO,False,False,23,63.5999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True
CATO,CATO 1,CATO-0049,Forest,2018,2018-06-27,05:59:00,06:09:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Wood Thrush,Hylocichla mustelina,179777.0,87156,WOTH,True,True,23,63.5999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True
CATO,CATO 1,CATO-0049,Forest,2018,2018-06-27,05:59:00,06:09:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Wood Thrush,Hylocichla mustelina,179777.0,87156,WOTH,True,True,23,63.5999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True
CATO,CATO 1,CATO-0049,Forest,2018,2018-06-27,05:59:00,06:09:00,Brian Swimelar,2,7.5 - 10 min,Calling,50 - 100 Meters,False,Undetermined,Pileated Woodpecker,Dryocopus pileatus,178166.0,84833,PIWO,False,False,23,63.5999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False
CATO,CATO 1,CATO-0049,Forest,2018,2018-06-27,05:59:00,06:09:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Ovenbird,Seiurus aurocapillus,178927.0,92689,OVEN,False,False,23,63.5999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True
CATO,CATO 1,CATO-0037,Forest,2018,2018-06-27,06:14:00,06:24:00,Brian Swimelar,2,7.5 - 10 min,Calling,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228,NOCA,False,False,23,63.5999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False
CATO,CATO 1,CATO-0037,Forest,2018,2018-06-27,06:14:00,06:24:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,American Robin,Turdus migratorius,179759.0,87136,AMRO,False,False,23,63.5999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True
CATO,CATO 1,CATO-0037,Forest,2018,2018-06-27,06:14:00,06:24:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Eastern Towhee,Pipilo erythrophthalmus,179276.0,83803,EATO,False,True,23,63.5999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True
CATO,CATO 1,CATO-0037,Forest,2018,2018-06-27,06:14:00,06:24:00,Brian Swimelar,2,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,82737,MODO,False,False,23,63.5999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False
CATO,CATO 1,CATO-0037,Forest,2018,2018-06-27,06:14:00,06:24:00,Brian Swimelar,2,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,Ovenbird,Seiurus aurocapillus,178927.0,92689,OVEN,False,False,23,63.5999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False
CATO,CATO 1,CATO-0037,Forest,2018,2018-06-27,06:14:00,06:24:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021.0,93587,REVI,False,False,23,63.5999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True
CATO,CATO 1,CATO-0037,Forest,2018,2018-06-27,06:14:00,06:24:00,Brian Swimelar,2,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,178359.0,85846,EAWP,False,True,23,63.5999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False
CATO,CATO 1,CATO-0016,Forest,2018,2018-06-27,07:46:00,07:56:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Towhee,Pipilo erythrophthalmus,179276.0,83803,EATO,False,True,25,71.1999969482422,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,True
CATO,CATO 1,CATO-0016,Forest,2018,2018-06-27,07:46:00,07:56:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Eastern Towhee,Pipilo erythrophthalmus,179276.0,83803,EATO,False,True,25,71.1999969482422,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,True
CATO,CATO 1,CATO-0016,Forest,2018,2018-06-27,07:46:00,07:56:00,Brian Swimelar,2,5 - 7.5 min,Calling,50 - 100 Meters,False,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865,RBWO,False,False,25,71.1999969482422,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False
CATO,CATO 1,CATO-0016,Forest,2018,2018-06-27,07:46:00,07:56:00,Brian Swimelar,2,7.5 - 10 min,Singing,<= 50 Meters,False,Undetermined,Ovenbird,Seiurus aurocapillus,178927.0,92689,OVEN,False,False,25,71.1999969482422,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False
CATO,CATO 1,CATO-0016,Forest,2018,2018-06-27,07:46:00,07:56:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,82737,MODO,False,False,25,71.1999969482422,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,True
CATO,CATO 1,CATO-0016,Forest,2018,2018-06-27,07:46:00,07:56:00,Brian Swimelar,2,2.5 - 5 min,Visualization,<= 50 Meters,False,Male,Hooded Warbler,Setophaga citrina,950029.0,773816,HOWA,False,True,25,71.1999969482422,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False
CATO,CATO 1,CATO-0016,Forest,2018,2018-06-27,07:46:00,07:56:00,Brian Swimelar,2,5 - 7.5 min,Visualization,<= 50 Meters,False,Undetermined,Wood Thrush,Hylocichla mustelina,179777.0,87156,WOTH,True,True,25,71.1999969482422,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False
CATO,CATO 1,CATO-0016,Forest,2018,2018-06-27,07:46:00,07:56:00,Brian Swimelar,2,2.5 - 5 min,Singing,<= 50 Meters,False,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,266957,ETTI,False,False,25,71.1999969482422,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False
CATO,CATO 1,CATO-0016,Forest,2018,2018-06-27,07:46:00,07:56:00,Brian Swimelar,2,7.5 - 10 min,Singing,<= 50 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021.0,93587,REVI,False,False,25,71.1999969482422,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False
CATO,CATO 1,CATO-0035,Forest,2018,2018-06-27,06:54:00,07:04:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Ovenbird,Seiurus aurocapillus,178927.0,92689,OVEN,False,False,24,68.4000015258789,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True
CATO,CATO 1,CATO-0035,Forest,2018,2018-06-27,06:54:00,07:04:00,Brian Swimelar,2,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,White-breasted Nuthatch,Sitta carolinensis,178775.0,90935,WBNU,False,False,24,68.4000015258789,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True
CATO,CATO 1,CATO-0035,Forest,2018,2018-06-27,06:54:00,07:04:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Acadian Flycatcher,Empidonax virescens,178339.0,85824,ACFL,False,True,24,68.4000015258789,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True
CATO,CATO 1,CATO-0035,Forest,2018,2018-06-27,06:54:00,07:04:00,Brian Swimelar,2,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,Blue-gray Gnatcatcher,Polioptila caerulea,179853.0,88038,BGGN,False,False,24,68.4000015258789,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True
CATO,CATO 1,CATO-0035,Forest,2018,2018-06-27,06:54:00,07:04:00,Brian Swimelar,2,7.5 - 10 min,Singing,<= 50 Meters,False,Undetermined,Cerulean Warbler,Setophaga cerulea,950079.0,892360,CERW,True,False,24,68.4000015258789,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False
CATO,CATO 1,CATO-0035,Forest,2018,2018-06-27,06:54:00,07:04:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021.0,93587,REVI,False,False,24,68.4000015258789,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True
CATO,CATO 1,CATO-0035,Forest,2018,2018-06-27,06:54:00,07:04:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021.0,93587,REVI,False,False,24,68.4000015258789,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False
CATO,CATO 1,CATO-0035,Forest,2018,2018-06-27,06:54:00,07:04:00,Brian Swimelar,2,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,Blue Jay,Cyanocitta cristata,179680.0,86252,BLJA,False,False,24,68.4000015258789,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True
CATO,CATO 5,CATO-0280,Forest,2018,2018-06-28,09:01:00,09:11:00,Kimberly Serno,2,7.5 - 10 min,Singing,<= 50 Meters,False,Undetermined,Ovenbird,Seiurus aurocapillus,178927.0,92689,OVEN,False,False,24,83.6999969482422,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False
CATO,CATO 5,CATO-0280,Forest,2018,2018-06-28,09:01:00,09:11:00,Kimberly Serno,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Wood Thrush,Hylocichla mustelina,179777.0,87156,WOTH,True,True,24,83.6999969482422,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,True
CATO,CATO 5,CATO-0280,Forest,2018,2018-06-28,09:01:00,09:11:00,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Scarlet Tanager,Piranga olivacea,179883.0,88071,SCTA,False,True,24,83.6999969482422,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,True
CATO,CATO 5,CATO-0280,Forest,2018,2018-06-28,09:01:00,09:11:00,Kimberly Serno,2,2.5 - 5 min,Singing,<= 50 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021.0,93587,REVI,False,False,24,83.6999969482422,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False
CATO,CATO 5,CATO-0280,Forest,2018,2018-06-28,09:01:00,09:11:00,Kimberly Serno,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021.0,93587,REVI,False,False,24,83.6999969482422,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,True
CATO,CATO 5,CATO-0280,Forest,2018,2018-06-28,09:01:00,09:11:00,Kimberly Serno,2,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,Wood Thrush,Hylocichla mustelina,179777.0,87156,WOTH,True,True,24,83.6999969482422,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False
CATO,CATO 5,CATO-0258,Forest,2018,2018-06-28,06:28:00,06:38:00,Kimberly Serno,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,American Robin,Turdus migratorius,179759.0,87136,AMRO,False,False,23,74.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False
CATO,CATO 5,CATO-0258,Forest,2018,2018-06-28,06:28:00,06:38:00,Kimberly Serno,2,2.5 - 5 min,Calling,<= 50 Meters,False,Undetermined,Downy Woodpecker,Picoides pubescens,178259.0,84936,DOWO,False,True,23,74.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False
CATO,CATO 5,CATO-0258,Forest,2018,2018-06-28,06:28:00,06:38:00,Kimberly Serno,2,2.5 - 5 min,Singing,<= 50 Meters,False,Undetermined,Acadian Flycatcher,Empidonax virescens,178339.0,85824,ACFL,False,True,23,74.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False
CATO,CATO 5,CATO-0258,Forest,2018,2018-06-28,06:28:00,06:38:00,Kimberly Serno,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,American Robin,Turdus migratorius,179759.0,87136,AMRO,False,False,23,74.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True
CATO,CATO 5,CATO-0258,Forest,2018,2018-06-28,06:28:00,06:38:00,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021.0,93587,REVI,False,False,23,74.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True
CATO,CATO 5,CATO-0258,Forest,2018,2018-06-28,06:28:00,06:38:00,Kimberly Serno,2,2.5 - 5 min,Calling,<= 50 Meters,False,Undetermined,Blue Jay,Cyanocitta cristata,179680.0,86252,BLJA,False,False,23,74.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False
CATO,CATO 5,CATO-0258,Forest,2018,2018-06-28,06:28:00,06:38:00,Kimberly Serno,2,5 - 7.5 min,Calling,<= 50 Meters,False,Undetermined,Common Grackle,Quiscalus quiscula,179104.0,94206,COGR,False,False,23,74.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False
CATO,CATO 5,CATO-0258,Forest,2018,2018-06-28,06:28:00,06:38:00,Kimberly Serno,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021.0,93587,REVI,False,False,23,74.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True
CATO,CATO 5,CATO-0258,Forest,2018,2018-06-28,06:28:00,06:38:00,Kimberly Serno,2,7.5 - 10 min,Calling,<= 50 Meters,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,82737,MODO,False,False,23,74.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False
CATO,CATO 5,CATO-0258,Forest,2018,2018-06-28,06:28:00,06:38:00,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,266957,ETTI,False,False,23,74.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True
CATO,CATO 5,CATO-0258,Forest,2018,2018-06-28,06:28:00,06:38:00,Kimberly Serno,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,178359.0,85846,EAWP,False,True,23,74.0999984741211,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False
